,left_side,right_side,similairity
1149,amphenol fci (amphenol icc),fci / amphenol,0.6006228257027806
1150,amphenol fci (amphenol icc),amphenol ltw,0.5747842287207666
1151,amphenol fci (amphenol icc),amphenol industrial,0.5469405979106722
1152,amphenol fci (amphenol icc),amphenol pcd,0.5436076864761332
1153,amphenol fci (amphenol icc),amphenol audio,0.524129954925397
1154,amphenol fci (amphenol icc),connex (amphenol rf),0.514153794078941
1155,amphenol fci (amphenol icc),amphenol alden,0.5022632361512198
1157,amphenol fiber optics,"industrial fiber optics, inc.",0.6551727705784379
1159,amphenol icc,amphenol fci (amphenol icc),0.7859412393294701
1160,amphenol icc,amphenol commercial (amphenol icc),0.7569157347525349
1161,amphenol icc,fci (amphenol icc),0.7227204818524201
1162,amphenol icc,amphenol,0.6947808307384391
1163,amphenol icc,amphenol icc (fci),0.693741852971854
1164,amphenol icc,amphenol rf,0.6138016295927488
1165,amphenol icc,amphenol industrial,0.5980678751602275
1166,amphenol icc,amphenol connex (amphenol rf),0.597380629832332
1167,amphenol icc,amphenol ltw,0.5760737907457412
1168,amphenol icc,amphenol icc (commercial products),0.5476451471393002
1169,amphenol icc,amphenol pcd,0.5448273021056783
1170,amphenol icc,amphenol audio,0.5253058711253382
1171,amphenol icc,amphenol alden,0.5033900930890362
1173,amphenol icc (commercial products),amphenol commercial (amphenol icc),0.6487617563502179
1174,amphenol icc (commercial products),amphenol icc,0.5476451471393002
1176,amphenol icc (fci),amphenol icc,0.693741852971854
1177,amphenol icc (fci),amphenol fci (amphenol icc),0.6059138384788584
1178,amphenol icc (fci),fci (amphenol icc),0.5892781783869089
1179,amphenol icc (fci),amphenol commercial (amphenol icc),0.5251041243707759
1181,amphenol industrial,amphenol,0.6016358086353346
1182,amphenol industrial,amphenol icc,0.5980678751602275
1183,amphenol industrial,amphenol commercial (amphenol icc),0.5662372507748371
1184,amphenol industrial,amphenol fci (amphenol icc),0.5469405979106722
1185,amphenol industrial,amphenol rf,0.5315129943484905
1186,amphenol industrial,amphenol connex (amphenol rf),0.5172934577228776
1187,amphenol industrial,industrial wire,0.5052469411762194
1189,amphenol information communication & commercial,talon communications,0.5320283550460002
1190,amphenol information communication & commercial,amphenol commercial (amphenol icc),0.516294674680151
1191,amphenol information communication & commercial,"talon communications, inc.",0.5028397325345887
1193,amphenol ltw,ltw (amphenol ltw),0.7683465431833212
1194,amphenol ltw,amphenol,0.6955834285834912
1195,amphenol ltw,amphenol rf,0.6145106817764092
1196,amphenol ltw,ltw / amphenol,0.6107875437834934
1197,amphenol ltw,amphenol connex (amphenol rf),0.5980707127836271
1198,amphenol ltw,amphenol icc,0.5760737907457412
1199,amphenol ltw,amphenol fci (amphenol icc),0.5747842287207666
1200,amphenol ltw,amphenol commercial (amphenol icc),0.5535569391644655
1201,amphenol ltw,amphenol pcd,0.5454566764338831
1202,amphenol ltw,amphenol audio,0.5259126946609132
1203,amphenol ltw,amphenol alden,0.5039715999269614
1204,amphenol ltw,amphenol anytek,0.5000362644536394
1206,amphenol pcd,amphenol,0.6578546861053545
1207,amphenol pcd,pcd / amphenol,0.5884509887391429
1208,amphenol pcd,amphenol rf,0.5811793597378432
1209,amphenol pcd,amphenol connex (amphenol rf),0.5656311016901311
1210,amphenol pcd,amphenol ltw,0.5454566764338831
1211,amphenol pcd,amphenol icc,0.5448273021056783
1212,amphenol pcd,amphenol fci (amphenol icc),0.5436076864761332
1213,amphenol pcd,amphenol commercial (amphenol icc),0.5235317741785017
1215,amphenol rf,amphenol connex (amphenol rf),0.8052431083607052
1216,amphenol rf,amphenol,0.7411381125837387
1217,amphenol rf,connex (amphenol rf),0.6872560569301285
1218,amphenol rf,amphenol ltw,0.6145106817764092
1219,amphenol rf,amphenol icc,0.6138016295927488
1220,amphenol rf,amphenol fci (amphenol icc),0.6124276124353883
1221,amphenol rf,amphenol commercial (amphenol icc),0.5898101194495888
1222,amphenol rf,amphenol pcd,0.5811793597378432
1223,amphenol rf,amphenol audio,0.5603554166012346
1224,amphenol rf,amphenol alden,0.5369773703871992
1225,amphenol rf,amphenol anytek,0.5327843045589615
1226,amphenol rf,amphenol industrial,0.5315129943484905
1228,amphenol sine systems,sine systems / amphenol,0.789129291233094
1229,amphenol sine systems,sine systems,0.7102041433748736
1230,amphenol sine systems,amphenol sine/tuchel,0.5770374814503033
1231,amphenol sine systems,amphenol,0.5501587642553519
1233,amphenol sine/tuchel,tuchel / amphenol,0.6267401524248102
1234,amphenol sine/tuchel,amphenol sine systems,0.5770374814503033
1235,amphenol sine/tuchel,amphenol tuchel electronics,0.5768152516376295
1236,amphenol sine/tuchel,amphenol,0.5078144481009517
1238,amphenol socapex,amphenol,0.5628990612708724
1240,amphenol spectra-strip,spectra-strip (amphenol spectra-strip),0.8716345026584561
1241,amphenol spectra-strip,spectra-strip / amphenol,0.7675941037375185
1242,amphenol spectra-strip,amphenol,0.5389771351493196
1244,amphenol sv microwave,sv microwave (amphenol sv microwave),0.8932005489578481
1245,amphenol sv microwave,sv microwave / amphenol,0.795482348477033
1246,amphenol sv microwave,sv microwave,0.7486029046331604
1248,amphenol tuchel electronics,tuchel / amphenol,0.6590926362827395
1249,amphenol tuchel electronics,amphenol sine/tuchel,0.5768152516376295
1253,amprobe,amprobe instruments,0.6146224786890946
1255,amprobe instruments,amprobe,0.6146224786890946
1256,amprobe instruments,dent instruments,0.5605482058616067
1257,amprobe instruments,west instruments,0.5296604527096216
1258,amprobe instruments,den-on instruments,0.520187506034813
1259,amprobe instruments,national instruments,0.5154241132514807
1260,amprobe instruments,extech instruments,0.505005477972726
1261,amprobe instruments,a&m instruments,0.502278028778971
1262,amprobe instruments,hanna instruments,0.500183819639465
1264,ampro computers,super micro computer,0.5788279801753382
1265,ampro computers,"super micro computer, inc",0.5256715319211963
1267,amp - te connectivity,amp connectors / te connectivity,0.7688604667610586
1268,amp - te connectivity,te connectivity,0.7513709448427325
1269,amp - te connectivity,te connectivity amp connectors,0.6981891294904926
1270,amp - te connectivity,elcon - te connectivity,0.6557708201295817
1271,amp - te connectivity,hts - te connectivity,0.6548418650796013
1272,amp - te connectivity,cgs - te connectivity,0.6461164631376175
1273,amp - te connectivity,citec / te connectivity,0.6397238957693243
1274,amp - te connectivity,citec - te connectivity,0.6397238957693243
1275,amp - te connectivity,aet - te connectivity,0.6363183019610497
1276,amp - te connectivity,ma-com - te connectivity,0.6266619527514361
1277,amp - te connectivity,oeg - te connectivity,0.620045129031337
1278,amp - te connectivity,oeg / te connectivity,0.620045129031337
1279,amp - te connectivity,elcon connectors / te connectivity,0.6197859733440808
1280,amp - te connectivity,cii - te connectivity,0.617973106021364
1281,amp - te connectivity,cii / te connectivity,0.617973106021364
1282,amp - te connectivity,corcom / te connectivity,0.6089215340901167
1283,amp - te connectivity,corcom - te connectivity,0.6089215340901167
1284,amp - te connectivity,quad - te connectivity,0.6083214289703044
1285,amp - te connectivity,simel - te connectivity,0.6000099158405634
1286,amp - te connectivity,axicom - te connectivity,0.5956387136582982
1287,amp - te connectivity,axicom / te connectivity,0.5956387136582982
1288,amp - te connectivity,amtronics - te connectivity,0.5949899844254547
1289,amp - te connectivity,nanonics - te connectivity,0.581892853117171
1290,amp - te connectivity,neohm - te connectivity,0.5784736830521398
1291,amp - te connectivity,augat - te connectivity,0.569537509057113
1292,amp - te connectivity,crompton - te connectivity,0.5670364414086222
1293,amp - te connectivity,deutsch connectors / te connectivity,0.5643442666102839
1294,amp - te connectivity,agastat / te connectivity,0.5611608331448019
1295,amp - te connectivity,agastat - te connectivity,0.5611608331448019
1296,amp - te connectivity,hartman - te connectivity,0.5604096902975167
1297,amp - te connectivity,midtex - te connectivity,0.5576150521886077
1298,amp - te connectivity,raychem / te connectivity,0.5435784237311198
1299,amp - te connectivity,raychem - te connectivity,0.5435784237311198
1300,amp - te connectivity,buchanan / te connectivity,0.5428165343544294
1301,amp - te connectivity,buchanan - te connectivity,0.5428165343544294
1302,amp - te connectivity,polamco / te connectivity,0.5351276606433785
1303,amp - te connectivity,nevalo - te connectivity,0.5350901975857503
1304,amp - te connectivity,powersystems - te connectivity,0.5347307265281702
1305,amp - te connectivity,q-cee's / te connectivity,0.5327618967606162
1306,amp - te connectivity,schrack - te connectivity,0.5324307260871552
1307,amp - te connectivity,kilovac - te connectivity,0.5315644111239551
1308,amp - te connectivity,kilovac / te connectivity,0.5315644111239551
1309,amp - te connectivity,te connectivity's elcon connectors,0.5287953728070262
1310,amp - te connectivity,microdot - te connectivity,0.5243113140551454
1311,amp - te connectivity,greenpar - te connectivity,0.5214391656700912
1312,amp - te connectivity,te connectivity's cii,0.5095707543255261
1313,amp - te connectivity,sensor solutions - te connectivity,0.5046917502974255
1314,amp - te connectivity,te connectivity deutsch connectors,0.5042326409912018
1315,amp - te connectivity,alcoswitch / te connectivity,0.5006388597546468
1316,amp - te connectivity,alcoswitch - te connectivity,0.5006388597546468
1318,ams,ams ag,0.5163674974636561
1320,ams ag,ams,0.5163674974636561
1322,amseco / potter,potter / amseco,0.7150420173736849
1324,amtek engineering,lin engineering,0.6730813224306552
1325,amtek engineering,adi engineering,0.6425878812300166
1326,amtek engineering,d3 engineering,0.6362864927395879
1327,amtek engineering,vision engineering,0.6287195666124652
1328,amtek engineering,banner engineering,0.5987066590603567
1329,amtek engineering,pulse engineering,0.5894933912816048
1330,amtek engineering,payne engineering,0.564200010725823
1331,amtek engineering,clarity engineering,0.561499398176739
1332,amtek engineering,decade engineering,0.5589005192946688
1333,amtek engineering,nuvation engineering,0.5557324911685719
1334,amtek engineering,alwayse engineering,0.5171650694045564
1336,am touch,han touch,0.654616820420081
1337,am touch,3m touch systems,0.6045470638744754
1339,amtronics - te connectivity,nanonics - te connectivity,0.7107553197215856
1340,amtronics - te connectivity,te connectivity,0.6830236903838448
1341,amtronics - te connectivity,hts - te connectivity,0.6528611821704381
1342,amtronics - te connectivity,cgs - te connectivity,0.6441621717214601
1343,amtronics - te connectivity,amp connectors / te connectivity,0.6063052619849986
1344,amtronics - te connectivity,elcon connectors / te connectivity,0.6032792969816065
1345,amtronics - te connectivity,elcon - te connectivity,0.5961196778838681
1346,amtronics - te connectivity,amp - te connectivity,0.5949899844254547
1347,amtronics - te connectivity,citec / te connectivity,0.5815324362942329
1348,amtronics - te connectivity,citec - te connectivity,0.5815324362942329
1349,amtronics - te connectivity,aet - te connectivity,0.5784366268716806
1350,amtronics - te connectivity,ma-com - te connectivity,0.5696586520004726
1351,amtronics - te connectivity,oeg / te connectivity,0.563643717051308
1352,amtronics - te connectivity,oeg - te connectivity,0.563643717051308
1353,amtronics - te connectivity,cii - te connectivity,0.5617601722954908
1354,amtronics - te connectivity,cii / te connectivity,0.5617601722954908
1355,amtronics - te connectivity,corcom - te connectivity,0.5535319621062486
1356,amtronics - te connectivity,corcom / te connectivity,0.5535319621062486
1357,amtronics - te connectivity,quad - te connectivity,0.5529864445874173
1358,amtronics - te connectivity,deutsch connectors / te connectivity,0.5505214140959352
1359,amtronics - te connectivity,simel - te connectivity,0.545430974936222
1360,amtronics - te connectivity,axicom / te connectivity,0.5414573921587169
1361,amtronics - te connectivity,axicom - te connectivity,0.5414573921587169
1362,amtronics - te connectivity,powersystems - te connectivity,0.5331133406102586
1363,amtronics - te connectivity,q-cee's / te connectivity,0.5311504659101485
1364,amtronics - te connectivity,neohm - te connectivity,0.5258537510668673
1365,amtronics - te connectivity,tyco electronics (te connectivity),0.5201547875290706
1366,amtronics - te connectivity,augat - te connectivity,0.5177304418254208
1367,amtronics - te connectivity,crompton - te connectivity,0.515456879789389
1368,amtronics - te connectivity,agastat / te connectivity,0.5101157368197945
1369,amtronics - te connectivity,agastat - te connectivity,0.5101157368197945
1370,amtronics - te connectivity,hartman - te connectivity,0.5094329204784392
1371,amtronics - te connectivity,midtex - te connectivity,0.5068924921486827
1372,amtronics - te connectivity,coevmagnetics - te connectivity,0.5059824667875358
1373,amtronics - te connectivity,sensor solutions - te connectivity,0.5031652224782424
1374,amtronics - te connectivity,te connectivity amp connectors,0.5019086212228843
1376,amulet technologies,"amulet technologies, llc.",0.8896224111905264
1378,"amulet technologies, llc.",amulet technologies,0.8896224111905264
1382,anaheim scientific,kewaunee scientific,0.5070297447066451
1384,analog devices,"analog devices, inc.",0.9137997026583622
1385,analog devices,analog devices inc.,0.9137997026583622
1386,analog devices,hittite / analog devices,0.7193957289863989
1387,analog devices,"adi (analog devices, inc.)",0.7091324382852708
1388,analog devices,adi (analog devices inc.),0.7091324382852708
1389,analog devices,hittite (analog devices),0.6768504430138843
1390,analog devices,linear technology / analog devices,0.6760615411751235
1391,analog devices,linear technology/analog devices,0.6734212502669198
1392,analog devices,power by linear / analog devices,0.6246701324457306
1393,analog devices,"innovasic semiconductor / analog devices, inc.",0.5598135501197208
1396,analog devices inc.,analog devices,0.9137997026583622
1397,analog devices inc.,"adi (analog devices, inc.)",0.7760261206283089
1398,analog devices inc.,adi (analog devices inc.),0.7760261206283089
1399,analog devices inc.,hittite / analog devices,0.6573836032414669
1400,analog devices inc.,hittite (analog devices),0.6185057335702682
1401,analog devices inc.,linear technology / analog devices,0.6177848353045818
1402,analog devices inc.,linear technology/analog devices,0.6153721382577337
1403,analog devices inc.,"innovasic semiconductor / analog devices, inc.",0.6126217249700896
1404,analog devices inc.,power by linear / analog devices,0.5708233812884683
1407,"analog devices, inc.",analog devices,0.9137997026583622
1408,"analog devices, inc.","adi (analog devices, inc.)",0.7760261206283089
1409,"analog devices, inc.",adi (analog devices inc.),0.7760261206283089
1410,"analog devices, inc.",hittite / analog devices,0.6573836032414669
1411,"analog devices, inc.",hittite (analog devices),0.6185057335702682
1412,"analog devices, inc.",linear technology / analog devices,0.6177848353045818
1413,"analog devices, inc.",linear technology/analog devices,0.6153721382577337
1414,"analog devices, inc.","innovasic semiconductor / analog devices, inc.",0.6126217249700896
1415,"analog devices, inc.",power by linear / analog devices,0.5708233812884683
1417,analogictech,calogic,0.5356179875095957
1419,analog integrations,power integrations,0.6011633433694478
1420,analog integrations,integral,0.5061382271056621
1422,anaren,canare,0.763409107678105
1423,anaren,anaren microwave,0.5653413199774544
1424,anaren,planar,0.5163885753538817
1426,anaren microwave,sv microwave,0.5920777465396567
1427,anaren microwave,anaren,0.5653413199774544
1428,anaren microwave,prowave,0.5468631555564122
1429,anaren microwave,times microwave,0.5299594183308083
1430,anaren microwave,sv microwave (amphenol sv microwave),0.5074246088341556
1432,andapt,redapt,0.5143735152248587
1434,and displays,osd displays,0.7566472672503188
1435,and displays,aydin displays,0.5922288318964405
1436,and displays,kentec display,0.578470368728126
1437,and displays,displaytech,0.5617379550092698
1438,and displays,ritdisplay,0.5304250593333761
1439,and displays,clover display,0.5269050196464977
1440,and displays,pervasive displays,0.5213711049775855
1441,and displays,displaylink,0.5126114104043094
1442,and displays,japan display inc,0.5048737802175867
1444,anders electronics,brothers electronics,0.6100542494310486
1445,anders electronics,mcs electronics,0.5572926476191217
1446,anders electronics,aries electronics,0.5480789351699933
1447,anders electronics,standex-meder electronics,0.5070062502495358
1449,anderson power products,mier products,0.5252116482209814
1451,andon electronics,raltron electronics,0.5868458334113731
1452,andon electronics,jamicon electronics,0.5426262438329195
1453,andon electronics,lelon electronics,0.5252234273180328
1454,andon electronics,nte electronics,0.501235983537597
1456,and optoelectronics,khatod optoelectronic,0.6807618962653763
1457,and optoelectronics,luna optoelectronics,0.6401351093146808
1458,and optoelectronics,formerica optoelectronics,0.5975891024063016
1459,and optoelectronics,marktech optoelectronics,0.5907499209595242
1460,and optoelectronics,formerica optoelectronics inc.,0.564916147501224
1462,andrew manufacturing,bes manufacturing,0.6520961890933143
1463,andrew manufacturing,jst manufacturing,0.6397746390007049
1464,andrew manufacturing,fox manufacturing,0.6306983763826844
1465,andrew manufacturing,dem manufacturing,0.625013553048506
1466,andrew manufacturing,murata manufacturing,0.6050025401265479
1467,andrew manufacturing,eagle manufacturing,0.5997522333092953
1468,andrew manufacturing,pi manufacturing corp,0.5957676329873511
1469,andrew manufacturing,leviton manufacturing,0.5927518961169537
1470,andrew manufacturing,hurst manufacturing,0.5832746785371865
1471,andrew manufacturing,johanson manufacturing,0.5679523092442591
1472,andrew manufacturing,zierick manufacturing,0.564786792972205
1473,andrew manufacturing,hammond manufacturing,0.5647568678543313
1474,andrew manufacturing,"calex manufacturing co., inc",0.5425828195090326
1475,andrew manufacturing,"judco manufacturing, inc.",0.5396682206577613
1477,andrews corporation,rms corporation,0.5010518020923732
1482,antec,antex,0.6640775798463558
1483,antec,advantech,0.5696253564447343
1487,antenova,nova,0.6264249714384338
1489,antex,antec,0.6640775798463558
1492,anytek (amphenol anytek),amphenol anytek,0.8303706198709262
1495,apacer,acer,0.7172234864244559
1496,apacer,pace,0.6747887600610001
1497,apacer,apacer technology inc.,0.6093852054559447
1499,apacer technology inc.,apacer,0.6093852054559447
1500,apacer technology inc.,"key technology, inc",0.5625789273817717
1501,apacer technology inc.,"vantron technology, inc",0.5436106275832616
1502,apacer technology inc.,aker technology,0.5227443021011018
1506,apc by schneider electric,schneider electric,0.7356230303284321
1507,apc by schneider electric,square d by schneider electric,0.6749788946181712
1508,apc by schneider electric,schneider electric/magnecraft,0.5119832112328857
1510,apem,apem inc.,0.6889611260258008
1511,apem,apem components,0.5197893009738166
1513,apem components,nic components,0.6247851983842976
1514,apem components,ice components,0.6121245827922643
1515,apem components,isocom components,0.6052881018966612
1516,apem components,star components,0.5632398149332435
1517,apem components,erg components,0.5536137099415845
1518,apem components,lcr components,0.5474348756241024
1519,apem components,jkl components,0.536267609424346
1520,apem components,mpd components,0.534866693678705
1521,apem components,mmd components,0.534866693678705
1522,apem components,laser components,0.5340205295315208
1523,apem components,cqr components,0.5223431195524977
1524,apem components,deltron components,0.5212797270856265
1525,apem components,apem,0.5197893009738166
1526,apem components,apem inc.,0.5049629334493064
1527,apem components,essentra components,0.5036380753291493
1529,apem inc.,apem,0.6889611260258008
1530,apem inc.,apem components,0.5049629334493064
1534,apex microtechnology,micron technology,0.5230241465291476
1536,apexone microelectronics,elan microelectronics,0.558196838385378
1537,apexone microelectronics,rda microelectronics,0.5573976519138018
1538,apexone microelectronics,stmicroelectronics,0.5211730665619062
1540,apex tool group,bel group,0.5762111125469778
1543,api technologies,api technologies corp.,0.8648108056535284
1544,api technologies,api technologies corp,0.8648108056535284
1545,api technologies,bi technologies,0.71908850105044
1546,api technologies,jdi technologies,0.6511288049218816
1547,api technologies,api technologies-spectrum control,0.6306380169752159
1548,api technologies,"ssi technologies, inc.",0.6150860162823558
1549,api technologies,mc technologies,0.5836179658246986
1550,api technologies,lm technologies,0.564290212498868
1551,api technologies,kg technologies,0.5431577622088081
1552,api technologies,via technologies,0.5327125702269109
1553,api technologies,pny technologies,0.513995867616468
1554,api technologies,terk technologies,0.5110153907445534
1555,api technologies,nmb technologies,0.5103737556769613
1556,api technologies,a2e technologies,0.5039748764582501
1557,api technologies,unictron technologies,0.5014108461227507
1558,api technologies,gsi technology,0.5002755252002895
1561,api technologies corp,api technologies,0.8648108056535284
1562,api technologies corp,icron technologies corp,0.6885371149657618
1563,api technologies corp,nmb technologies corp.,0.629057034074763
1564,api technologies corp,bi technologies,0.621875505929619
1565,api technologies corp,"ssi technologies, inc.",0.5901182279543793
1566,api technologies corp,api technologies-spectrum control,0.5641018916719054
1567,api technologies corp,jdi technologies,0.5631032263687116
1568,api technologies corp,nmb technologies corporation,0.5519976998074616
1569,api technologies corp,excelitas technologies corp,0.5176572285647267
1570,api technologies corp,mc technologies,0.504719123218731
1573,api technologies corp.,api technologies,0.8648108056535284
1574,api technologies corp.,icron technologies corp,0.6885371149657618
1575,api technologies corp.,nmb technologies corp.,0.629057034074763
1576,api technologies corp.,bi technologies,0.621875505929619
1577,api technologies corp.,"ssi technologies, inc.",0.5901182279543793
1578,api technologies corp.,api technologies-spectrum control,0.5641018916719054
1579,api technologies corp.,jdi technologies,0.5631032263687116
1580,api technologies corp.,nmb technologies corporation,0.5519976998074616
1581,api technologies corp.,excelitas technologies corp,0.5176572285647267
1582,api technologies corp.,mc technologies,0.504719123218731
1584,api technologies-spectrum control,spectrum control,0.6814961117893201
1585,api technologies-spectrum control,api technologies,0.6306380169752159
1586,api technologies-spectrum control,api technologies corp.,0.5641018916719054
1587,api technologies-spectrum control,api technologies corp,0.5641018916719054
1591,appliedmicro,applied motion,0.5176449216612949
1593,applied motion,allied motion premotec,0.6076405029712502
1594,applied motion,appliedmicro,0.5176449216612949
1601,aptina / on semiconductor,ami semiconductor / on semiconductor,0.6673006704799528
1602,aptina / on semiconductor,on semiconductor,0.6595944834429665
1603,aptina / on semiconductor,sanyo semiconductor / on semiconductor,0.6482452984383201
1604,aptina / on semiconductor,cmd / on semiconductor,0.6262003280934394
1605,aptina / on semiconductor,catalyst semiconductor / on semiconductor,0.6232021556940686
1606,aptina / on semiconductor,pulsecore semiconductor / on semiconductor,0.6178367849949703
1607,aptina / on semiconductor,union semiconductor,0.5590236081658564
1608,aptina / on semiconductor,catalyst / on semiconductor,0.550977651090953
1609,aptina / on semiconductor,fairchild / on semiconductor,0.5292784370573697
1610,aptina / on semiconductor,ween semiconductor,0.5107852851423633
1611,aptina / on semiconductor,pulsecore semiconductor (on semiconductor),0.5029476884522189
1613,aptiv,aptiv plc,0.544691904702294
1616,aptiv plc,aptiv,0.544691904702294
1619,apx technologies,linx technologies,0.5777050230756
1620,apx technologies,mc technologies,0.5378101955520452
1621,apx technologies,bi technologies,0.524530747814581
1622,apx technologies,lm technologies,0.5199994642099109
1623,apx technologies,kg technologies,0.5005256853194152
1626,araldite,elditest,0.5281816428881004
1628,arbor technology,aker technology,0.5404791175387553
1630,arcol,arcolectric,0.7194057796459636
1632,arcolectric,arcol,0.7194057796459636
1633,arcolectric,arcolectric (bulgin),0.5543442699532504
1635,arcolectric (bulgin),arcolectric,0.5543442699532504
1636,arcolectric (bulgin),bulgin,0.553634785965273
1638,arcol / ohmite,arcol (ohmite),0.5949848412992769
1639,arcol / ohmite,ohmite,0.5882814765659583
1641,arcol (ohmite),arcol / ohmite,0.5949848412992769
1642,arcol (ohmite),ohmite,0.5368502616863995
1644,arcotronics / kemet,arcotronics (kemet),0.660762754094612
1646,arcotronics (kemet),arcotronics / kemet,0.660762754094612
1649,arduino,genuino (arduino),0.6823768013761353
1650,arduino,arduino corporation,0.6803662160040982
1651,arduino,microduino,0.5748699343950221
1652,arduino,pcduino,0.5509373448830683
1653,arduino,netduino,0.5132355597725623
1655,arduino corporation,arduino,0.6803662160040982
1656,arduino corporation,genuino (arduino),0.5393860810847932
1658,arexx,rex,0.5305734205953447
1660,aries,aries electronics,0.5586043221371388
1662,aries electronics,"aries electronics, inc.",0.8900323355616762
1663,aries electronics,mcs electronics,0.6169867207594942
1664,aries electronics,aries,0.5586043221371388
1665,aries electronics,anders electronics,0.5480789351699933
1666,aries electronics,nte electronics,0.5363710022928236
1667,aries electronics,tt electronics,0.5344695954841053
1668,aries electronics,ac electronics,0.5094605070253837
1670,"aries electronics, inc.",aries electronics,0.8900323355616762
1671,"aries electronics, inc.",mcs electronics,0.6280199113847862
1672,"aries electronics, inc.","jae electronics, inc.",0.5634488432136544
1673,"aries electronics, inc.",ram electronics industries,0.5424998014457659
1674,"aries electronics, inc.","atp electronics, inc.",0.5370446269438468
1676,arlington industries,c-ton industries,0.7033121457765811
1677,arlington industries,twin industries,0.5194156696400185
1679,arm,parmar,0.5720159902153805
1681,armstrong tools,king tool,0.517626833149582
1685,arrow development tools,"connected development, llc",0.5544529959468586
1686,arrow development tools,maida development,0.5491847827224519
1690,arrow labs,arrow seed,0.5017985467859596
1692,arrow seed,arrow speedchips,0.5809172450791507
1693,arrow seed,arrow labs,0.5017985467859596
1695,arrow speedchips,arrow seed,0.5809172450791507
1697,artaflex,artaflex inc.,0.8588059779637298
1698,artaflex,adaptaflex,0.5827358234080947
1700,artaflex inc.,artaflex,0.8588059779637298
1701,artaflex inc.,adaptaflex,0.5004570087164881
1703,artesyn embedded technologies,emerson embedded power (artesyn embedded technologies),0.8445096365403133
1704,artesyn embedded technologies,astec america (artesyn embedded technologies),0.7855538270349832
1706,artik / samsung,samsung artik,0.6762665255823008
1707,artik / samsung,samsung,0.635152169751863
1710,asahi kasei microdevices / akm semiconductor,asahi kasei microdevices corporation,0.7280911561985564
1712,asahi kasei microdevices corporation,asahi kasei microdevices / akm semiconductor,0.7280911561985564
1715,asensor technology ab,heraeus sensor technology,0.5414994984659453
1716,asensor technology ab,heraeus sensor technology usa,0.524094994547947
1718,ashling microsystems,lime microsystems,0.521921448029661
1719,ashling microsystems,micro/sys,0.5104624667693474
1721,asia vital components,nic components,0.5085326379361566
1722,asia vital components,jkl components,0.5002884440150084
1724,asi semiconductor,ami semiconductor / on semiconductor,0.7329860398227364
1725,asi semiconductor,on semiconductor,0.7022930070480405
1726,asi semiconductor,sanyo semiconductor / on semiconductor,0.6378222024467569
1727,asi semiconductor,qp semiconductor,0.6208108272454301
1728,asi semiconductor,catalyst semiconductor / on semiconductor,0.613181726843143
1729,asi semiconductor,d3 semiconductor,0.6096549441245724
1730,asi semiconductor,semicoa semiconductors,0.6088271090148831
1731,asi semiconductor,pulsecore semiconductor / on semiconductor,0.6079026256071038
1732,asi semiconductor,eic semiconductor,0.5998190275202628
1733,asi semiconductor,union semiconductor,0.5952117257566357
1734,asi semiconductor,lapis semiconductor / rohm semiconductor,0.5946382678895566
1735,asi semiconductor,torex semiconductor,0.5935771716807582
1736,asi semiconductor,micrel semiconductor,0.5912502636015811
1737,asi semiconductor,pulsecore semiconductor (on semiconductor),0.5882030471811001
1738,asi semiconductor,ween semiconductor,0.5803892193426701
1739,asi semiconductor,national semiconductor,0.5782051574207258
1740,asi semiconductor,ixys semiconductor,0.5709220204294266
1741,asi semiconductor,niko semiconductor,0.570764229812112
1742,asi semiconductor,rohm semiconductor,0.5662171867001826
1743,asi semiconductor,ween semiconductors,0.5617364984534569
1744,asi semiconductor,nxp semiconductors,0.5610435652629964
1745,asi semiconductor,central semiconductor,0.5537613809031859
1746,asi semiconductor,concord semiconductor,0.5537213265708234
1747,asi semiconductor,tempo semiconductor,0.55325193285736
1748,asi semiconductor,dialog semiconductor,0.5523732408674177
1749,asi semiconductor,triad semiconductor,0.5518856555617832
1750,asi semiconductor,indie semiconductor,0.5453108657429006
1751,asi semiconductor,valens semiconductor,0.5357781199556907
1752,asi semiconductor,crystal semiconductor,0.5346034173716926
1753,asi semiconductor,"freescale semiconductor, inc. (nxp semiconductors)",0.5339514336550883
1754,asi semiconductor,dallas semiconductor,0.5336818526929655
1755,asi semiconductor,inova semiconductors,0.5281111827177076
1756,asi semiconductor,lapis semiconductor,0.5259743366701093
1757,asi semiconductor,genesic semiconductor,0.525849400629761
1758,asi semiconductor,sensitron semiconductor,0.5248907324045202
1759,asi semiconductor,qspeed semiconductor,0.5240726420824693
1760,asi semiconductor,torex semiconductor ltd.,0.5216408952601012
1761,asi semiconductor,lattice semiconductor,0.5205583561619113
1762,asi semiconductor,ciclon semiconductor,0.518637768637737
1763,asi semiconductor,nordic semiconductor,0.5181225044877262
1764,asi semiconductor,seiko semiconductors,0.5163731601113994
1765,asi semiconductor,"d3 semiconductor, llc",0.5161988537695098
1766,asi semiconductor,hynix semiconductor,0.51613348881151
1767,asi semiconductor,"akm semiconductor, inc.",0.5160037123474239
1768,asi semiconductor,magnum semiconductor,0.5146080531115999
1769,asi semiconductor,taiwan semiconductor,0.5102225159420025
1770,asi semiconductor,teridian semiconductor,0.5102007234577906
1771,asi semiconductor,cypress semiconductor,0.5085786051951808
1772,asi semiconductor,will semiconductor ltd,0.5070092702103458
1773,asi semiconductor,connect one semiconductors,0.5056957915404482
